,CustomerID,recencia,frecuencia,monto,cluster,segmento
91,12456.0,44,3,3181.04,1,Clientes nuevos
92,12457.0,66,7,2363.23,1,Clientes nuevos
93,12458.0,71,2,947.4,1,Clientes nuevos
94,12461.0,94,2,826.88,1,Clientes nuevos
95,12462.0,19,2,1189.59,1,Clientes nuevos
96,12463.0,53,4,1344.78,1,Clientes nuevos
97,12464.0,10,8,1212.05,1,Clientes nuevos
98,12465.0,17,2,742.1899999999999,1,Clientes nuevos
99,12468.0,188,2,729.5400000000001,0,Clientes dormidos
101,12472.0,32,7,6572.11,2,Clientes VIP
102,12473.0,29,5,3938.55,1,Clientes nuevos
103,12474.0,17,18,7375.79,2,Clientes VIP
104,12475.0,54,1,723.38,1,Clientes nuevos
105,12476.0,16,11,6816.42,2,Clientes VIP
107,12478.0,4,1,680.99,1,Clientes nuevos
108,12479.0,11,1,527.2,1,Clientes nuevos
109,12480.0,28,4,3281.63,1,Clientes nuevos
110,12481.0,23,10,5596.32,2,Clientes VIP
111,12483.0,17,8,2484.98,1,Clientes nuevos
112,12484.0,33,6,4541.72,2,Clientes VIP
113,12488.0,10,3,1298.66,1,Clientes nuevos
114,12489.0,336,1,334.93,0,Clientes dormidos
115,12490.0,5,10,5417.93,2,Clientes VIP
116,12491.0,39,1,460.4,1,Clientes nuevos
117,12492.0,63,2,263.21000000000004,1,Clientes nuevos
118,12493.0,166,2,433.74,0,Clientes dormidos
119,12494.0,16,7,1246.1,1,Clientes nuevos
120,12497.0,82,1,1043.1,1,Clientes nuevos
121,12498.0,21,3,403.7000000000001,1,Clientes nuevos
122,12500.0,23,11,4257.82,2,Clientes VIP
123,12501.0,337,1,2169.39,0,Clientes dormidos
124,12502.0,96,5,3723.87,1,Clientes nuevos
125,12504.0,18,2,482.0499999999999,1,Clientes nuevos
126,12506.0,233,1,73.5,0,Clientes dormidos
127,12507.0,134,3,1304.81,1,Clientes nuevos
128,12508.0,26,2,398.27,1,Clientes nuevos
129,12509.0,284,1,176.5,0,Clientes dormidos
130,12510.0,143,2,982.57,1,Clientes nuevos
131,12512.0,66,2,138.03,1,Clientes nuevos
132,12513.0,113,1,612.29,1,Clientes nuevos
133,12514.0,267,1,1017.68,0,Clientes dormidos
134,12515.0,353,1,383.7,0,Clientes dormidos
135,12516.0,78,2,1312.06,1,Clientes nuevos
136,12517.0,28,5,2502.84,1,Clientes nuevos
137,12518.0,1,5,2056.89,1,Clientes nuevos
138,12519.0,64,1,340.84,1,Clientes nuevos
139,12520.0,79,5,2634.26,1,Clientes nuevos
140,12521.0,143,1,599.68,0,Clientes dormidos
141,12522.0,39,2,192.72,1,Clientes nuevos
142,12523.0,19,11,1789.77,2,Clientes VIP
143,12524.0,9,8,4485.72,2,Clientes VIP
144,12526.0,1,3,1316.66,1,Clientes nuevos
145,12527.0,82,3,348.71000000000004,1,Clientes nuevos
146,12528.0,9,6,1933.48,1,Clientes nuevos
147,12530.0,60,4,1662.28,1,Clientes nuevos
148,12531.0,15,1,125.22,1,Clientes nuevos
149,12532.0,30,1,349.83000000000004,1,Clientes nuevos
150,12534.0,131,1,1089.18,1,Clientes nuevos
151,12535.0,92,2,716.35,1,Clientes nuevos
152,12536.0,43,3,12601.830000000002,2,Clientes VIP
153,12538.0,29,1,363.95,1,Clientes nuevos
154,12539.0,22,4,5568.35,2,Clientes VIP
156,12541.0,30,3,981.18,1,Clientes nuevos
157,12544.0,36,1,372.7,1,Clientes nuevos
158,12545.0,75,2,1000.39,1,Clientes nuevos
159,12546.0,47,2,1161.5,1,Clientes nuevos
160,12547.0,198,2,207.8,0,Clientes dormidos
161,12548.0,166,1,95.2,0,Clientes dormidos
162,12550.0,79,1,964.83,1,Clientes nuevos
163,12551.0,358,1,168.0,0,Clientes dormidos
164,12552.0,39,2,437.82,1,Clientes nuevos
165,12553.0,8,10,3692.28,2,Clientes VIP
166,12556.0,50,2,603.71,1,Clientes nuevos
167,12557.0,16,5,11990.96,2,Clientes VIP
168,12558.0,8,1,269.96,1,Clientes nuevos
169,12559.0,311,2,561.71,0,Clientes dormidos
170,12560.0,5,3,2134.01,1,Clientes nuevos
171,12561.0,303,1,238.85,0,Clientes dormidos
172,12562.0,8,7,3781.74,2,Clientes VIP
173,12564.0,261,1,456.9,0,Clientes dormidos
174,12565.0,289,1,145.92,0,Clientes dormidos
175,12566.0,86,1,351.65,1,Clientes nuevos
176,12567.0,23,10,9401.28,2,Clientes VIP
178,12571.0,40,2,519.61,1,Clientes nuevos
179,12572.0,9,2,1020.42,1,Clientes nuevos
180,12573.0,227,1,160.54000000000002,0,Clientes dormidos
181,12574.0,316,1,218.45,0,Clientes dormidos
182,12576.0,36,5,1315.83,1,Clientes nuevos
183,12577.0,35,3,657.8,1,Clientes nuevos
184,12578.0,21,2,2794.51,1,Clientes nuevos
185,12579.0,78,1,440.42,1,Clientes nuevos
186,12580.0,247,1,415.7,0,Clientes dormidos
187,12581.0,40,1,197.71,1,Clientes nuevos
188,12582.0,239,2,511.36,0,Clientes dormidos
189,12583.0,3,15,7281.38,2,Clientes VIP
190,12584.0,4,9,2338.15,1,Clientes nuevos
191,12585.0,234,2,2040.1,0,Clientes dormidos
192,12586.0,17,1,196.94000000000003,1,Clientes nuevos
193,12587.0,8,1,144.0,1,Clientes nuevos
194,12588.0,39,1,214.9,1,Clientes nuevos
195,12589.0,29,2,646.68,1,Clientes nuevos
196,12590.0,211,2,9864.26,2,Clientes VIP
197,12591.0,317,1,452.85,0,Clientes dormidos
198,12592.0,92,2,437.6,1,Clientes nuevos
199,12593.0,109,3,418.1,1,Clientes nuevos
200,12594.0,38,10,3338.2200000000003,2,Clientes VIP
201,12596.0,51,2,618.27,1,Clientes nuevos
202,12597.0,19,4,3811.22,1,Clientes nuevos
203,12598.0,10,8,3023.08,2,Clientes VIP
204,12599.0,29,7,1032.58,1,Clientes nuevos
205,12600.0,29,10,2599.04,2,Clientes VIP
206,12601.0,190,5,577.0600000000001,0,Clientes dormidos
207,12602.0,59,1,153.12,1,Clientes nuevos
208,12603.0,22,1,739.1999999999999,1,Clientes nuevos
209,12604.0,79,2,254.18,1,Clientes nuevos
210,12607.0,60,1,1579.51,1,Clientes nuevos
211,12609.0,78,3,1126.85,1,Clientes nuevos
212,12610.0,23,5,2099.54,1,Clientes nuevos
213,12611.0,52,1,1193.32,1,Clientes nuevos
214,12612.0,74,1,704.0400000000001,1,Clientes nuevos
215,12613.0,57,5,3344.38,1,Clientes nuevos
216,12614.0,278,1,315.6,0,Clientes dormidos
217,12615.0,2,4,2291.19,1,Clientes nuevos
218,12616.0,95,2,713.3,1,Clientes nuevos
219,12617.0,29,1,355.53,1,Clientes nuevos
220,12618.0,22,1,177.31,1,Clientes nuevos
221,12619.0,16,9,3641.24,2,Clientes VIP
222,12620.0,15,3,1339.41,1,Clientes nuevos
224,12622.0,232,1,180.1,0,Clientes dormidos
225,12623.0,276,1,305.1,0,Clientes dormidos
226,12624.0,106,2,641.13,1,Clientes nuevos
227,12625.0,212,2,2683.82,0,Clientes dormidos
228,12626.0,23,9,6620.48,2,Clientes VIP
229,12627.0,11,7,4478.53,2,Clientes VIP
230,12628.0,4,3,786.46,1,Clientes nuevos
231,12630.0,10,2,1270.88,1,Clientes nuevos
232,12631.0,57,1,640.5,1,Clientes nuevos
233,12633.0,59,4,2163.98,1,Clientes nuevos
234,12635.0,90,2,1689.18,1,Clientes nuevos
235,12637.0,67,8,6021.9,2,Clientes VIP
236,12638.0,33,1,671.69,1,Clientes nuevos
237,12639.0,239,1,486.1,0,Clientes dormidos
238,12640.0,24,3,1174.58,1,Clientes nuevos
239,12641.0,115,1,185.9,1,Clientes nuevos
240,12642.0,25,3,1013.26,1,Clientes nuevos
241,12643.0,128,6,3344.64,1,Clientes nuevos
242,12644.0,130,1,477.91,1,Clientes nuevos
243,12645.0,34,4,1775.18,1,Clientes nuevos
244,12646.0,5,2,1346.97,1,Clientes nuevos
245,12647.0,22,12,3722.82,2,Clientes VIP
246,12648.0,155,1,318.05,0,Clientes dormidos
247,12649.0,107,3,623.51,1,Clientes nuevos
248,12650.0,3,1,314.44,1,Clientes nuevos
249,12651.0,335,1,114.0,0,Clientes dormidos
250,12652.0,331,1,919.98,0,Clientes dormidos
251,12653.0,149,2,2209.85,1,Clientes nuevos
252,12654.0,11,5,601.98,1,Clientes nuevos
253,12656.0,17,5,4051.17,1,Clientes nuevos
254,12657.0,11,4,1643.18,1,Clientes nuevos
255,12658.0,19,1,686.05,1,Clientes nuevos
256,12659.0,30,1,91.68,1,Clientes nuevos
257,12660.0,11,1,245.1,1,Clientes nuevos
258,12662.0,1,11,3849.78,2,Clientes VIP
259,12664.0,8,9,4881.88,2,Clientes VIP
260,12665.0,325,1,63.0,0,Clientes dormidos
261,12667.0,58,1,620.13,1,Clientes nuevos
262,12668.0,12,4,3807.15,1,Clientes nuevos
263,12669.0,151,3,2744.0299999999997,1,Clientes nuevos
264,12670.0,10,5,2996.05,1,Clientes nuevos
265,12672.0,330,1,225.9,0,Clientes dormidos
266,12673.0,5,2,610.52,1,Clientes nuevos
267,12674.0,39,4,1970.6,1,Clientes nuevos
268,12676.0,25,6,1331.39,1,Clientes nuevos
270,12679.0,59,4,1113.02,1,Clientes nuevos
271,12680.0,1,4,862.81,1,Clientes nuevos
274,12683.0,4,15,8476.57,2,Clientes VIP
275,12684.0,8,7,2283.63,1,Clientes nuevos
276,12685.0,28,6,2863.08,1,Clientes nuevos
278,12688.0,114,1,4873.8099999999995,1,Clientes nuevos
279,12689.0,26,2,1247.61,1,Clientes nuevos
280,12690.0,206,1,389.01,0,Clientes dormidos
281,12691.0,28,6,1035.8,1,Clientes nuevos
282,12693.0,127,4,855.91,1,Clientes nuevos
283,12694.0,70,2,869.67,1,Clientes nuevos
284,12695.0,7,4,582.1,1,Clientes nuevos
285,12697.0,29,3,957.59,1,Clientes nuevos
286,12700.0,8,4,4939.99,2,Clientes VIP
287,12701.0,80,2,797.71,1,Clientes nuevos
288,12702.0,20,1,219.0,1,Clientes nuevos
289,12703.0,71,1,283.55,1,Clientes nuevos
290,12704.0,7,8,2340.84,1,Clientes nuevos
291,12705.0,15,9,6868.29,2,Clientes VIP
292,12707.0,292,1,603.42,0,Clientes dormidos
293,12708.0,30,10,2712.91,2,Clientes VIP
294,12709.0,15,15,9736.52,2,Clientes VIP
295,12710.0,97,3,1149.02,1,Clientes nuevos
296,12712.0,29,13,4396.13,2,Clientes VIP
297,12713.0,1,1,848.55,1,Clientes nuevos
298,12714.0,9,5,4708.86,2,Clientes VIP
299,12715.0,106,1,353.86,1,Clientes nuevos
300,12716.0,4,2,1053.49,1,Clientes nuevos
301,12717.0,151,2,1030.98,0,Clientes dormidos
302,12718.0,71,1,238.25,1,Clientes nuevos
303,12719.0,5,2,644.95,1,Clientes nuevos
304,12720.0,3,25,5781.73,2,Clientes VIP
305,12721.0,32,6,2656.13,1,Clientes nuevos
306,12722.0,85,4,997.63,1,Clientes nuevos
307,12723.0,4,5,725.07,1,Clientes nuevos
308,12724.0,5,4,1031.41,1,Clientes nuevos
310,12726.0,28,7,2609.1,1,Clientes nuevos
311,12727.0,11,7,3980.7,2,Clientes VIP
312,12728.0,71,4,836.33,1,Clientes nuevos
313,12729.0,114,1,453.01,1,Clientes nuevos
315,12732.0,180,1,236.26,0,Clientes dormidos
316,12733.0,234,1,383.95,0,Clientes dormidos
317,12734.0,353,1,110.4,0,Clientes dormidos
318,12735.0,315,2,779.5699999999999,0,Clientes dormidos
319,12736.0,333,1,234.0,0,Clientes dormidos
321,12739.0,78,2,1013.04,1,Clientes nuevos
322,12740.0,64,1,427.6,1,Clientes nuevos
323,12743.0,134,2,546.43,1,Clientes nuevos
325,12747.0,2,11,4196.01,2,Clientes VIP
327,12749.0,4,5,4090.88,1,Clientes nuevos
328,12750.0,129,1,275.88,1,Clientes nuevos
329,12752.0,81,1,4366.78,1,Clientes nuevos
331,12754.0,236,3,3010.74,0,Clientes dormidos
332,12755.0,281,2,3811.95,0,Clientes dormidos
333,12756.0,87,1,112.07999999999998,1,Clientes nuevos
334,12757.0,16,13,7857.1,2,Clientes VIP
335,12758.0,117,2,2791.59,1,Clientes nuevos
336,12759.0,52,3,1531.44,1,Clientes nuevos
337,12762.0,8,2,1898.52,1,Clientes nuevos
338,12763.0,138,2,494.08,1,Clientes nuevos
339,12764.0,317,1,1693.88,0,Clientes dormidos
340,12766.0,4,7,6989.63,2,Clientes VIP
341,12769.0,239,1,1143.6,0,Clientes dormidos
342,12770.0,211,1,1351.45,0,Clientes dormidos
343,12772.0,60,1,892.47,1,Clientes nuevos
344,12775.0,17,5,1386.04,1,Clientes nuevos
345,12778.0,20,6,822.23,1,Clientes nuevos
346,12779.0,38,8,3981.36,2,Clientes VIP
347,12781.0,64,2,826.74,1,Clientes nuevos
348,12782.0,5,5,2330.92,1,Clientes nuevos
349,12783.0,2,6,2225.91,1,Clientes nuevos
350,12784.0,9,2,574.42,1,Clientes nuevos
351,12785.0,364,1,311.95,0,Clientes dormidos
352,12787.0,10,3,463.66,1,Clientes nuevos
353,12789.0,65,1,91.85,1,Clientes nuevos
354,12790.0,192,1,324.92,0,Clientes dormidos
356,12792.0,257,1,400.54,0,Clientes dormidos
357,12793.0,335,2,545.48,0,Clientes dormidos
358,12794.0,53,2,860.41,1,Clientes nuevos
359,12795.0,19,1,430.48,1,Clientes nuevos
360,12797.0,366,1,254.03,0,Clientes dormidos
361,12798.0,10,3,6977.04,2,Clientes VIP
362,12802.0,187,1,427.58,0,Clientes dormidos
363,12808.0,37,3,483.65,1,Clientes nuevos
364,12809.0,178,1,489.31,0,Clientes dormidos
365,12811.0,261,3,514.85,0,Clientes dormidos
366,12812.0,45,1,229.64,1,Clientes nuevos
367,12814.0,102,1,125.92,1,Clientes nuevos
368,12815.0,148,2,1063.46,0,Clientes dormidos
369,12816.0,96,2,572.2,1,Clientes nuevos
370,12817.0,281,1,166.04,0,Clientes dormidos
371,12818.0,262,1,1542.08,0,Clientes dormidos
372,12820.0,3,4,942.34,1,Clientes nuevos
373,12821.0,214,1,92.72,0,Clientes dormidos
374,12822.0,71,2,948.88,1,Clientes nuevos
375,12823.0,75,5,1759.5,1,Clientes nuevos
376,12824.0,60,1,397.12,1,Clientes nuevos
377,12826.0,3,7,1474.72,1,Clientes nuevos
378,12827.0,6,3,430.15,1,Clientes nuevos
379,12828.0,3,6,1018.71,1,Clientes nuevos
380,12829.0,337,2,293.0,0,Clientes dormidos
381,12830.0,38,6,6814.64,2,Clientes VIP
382,12831.0,262,1,215.05,0,Clientes dormidos
383,12832.0,32,2,383.03,1,Clientes nuevos
384,12833.0,145,1,417.38,0,Clientes dormidos
385,12834.0,283,1,312.38,0,Clientes dormidos
386,12836.0,59,4,2612.86,1,Clientes nuevos
387,12837.0,173,1,134.1,0,Clientes dormidos
388,12838.0,34,2,683.13,1,Clientes nuevos
389,12839.0,3,14,5591.42,2,Clientes VIP
390,12840.0,144,4,2726.77,1,Clientes nuevos
391,12841.0,5,25,4022.35,2,Clientes VIP
392,12842.0,70,2,1118.99,1,Clientes nuevos
393,12843.0,66,8,1702.26,1,Clientes nuevos
394,12844.0,29,2,325.96000000000004,1,Clientes nuevos
395,12845.0,267,4,354.09,0,Clientes dormidos
396,12847.0,22,1,871.54,1,Clientes nuevos
397,12849.0,31,2,1050.89,1,Clientes nuevos
398,12851.0,97,1,135.18,1,Clientes nuevos
399,12852.0,295,1,311.55,0,Clientes dormidos
400,12853.0,135,6,1957.1,1,Clientes nuevos
401,12854.0,79,3,1324.5,1,Clientes nuevos
403,12856.0,8,6,2179.93,1,Clientes nuevos
404,12857.0,211,2,1106.4,0,Clientes dormidos
405,12863.0,52,1,521.2,1,Clientes nuevos
406,12864.0,138,1,147.12,0,Clientes dormidos
407,12865.0,26,2,1568.23,1,Clientes nuevos
408,12866.0,283,1,559.12,0,Clientes dormidos
409,12867.0,26,7,4036.82,2,Clientes VIP
410,12868.0,186,6,1607.0600000000002,0,Clientes dormidos
411,12871.0,84,2,380.64,1,Clientes nuevos
412,12872.0,327,2,599.97,0,Clientes dormidos
413,12873.0,282,1,374.0,0,Clientes dormidos
414,12875.0,143,2,343.2300000000001,0,Clientes dormidos
415,12876.0,58,2,2218.02,1,Clientes nuevos
416,12877.0,4,12,1535.77,2,Clientes VIP
417,12878.0,236,2,854.99,0,Clientes dormidos
418,12879.0,45,3,573.22,1,Clientes nuevos
419,12881.0,276,1,298.0,0,Clientes dormidos
420,12882.0,9,2,1463.04,1,Clientes nuevos
421,12883.0,25,4,703.47,1,Clientes nuevos
422,12884.0,88,1,309.05,1,Clientes nuevos
423,12885.0,63,3,1175.22,1,Clientes nuevos
424,12886.0,68,2,1378.4,1,Clientes nuevos
425,12888.0,214,2,354.12,0,Clientes dormidos
426,12890.0,24,1,380.47,1,Clientes nuevos
427,12891.0,186,3,331.0,0,Clientes dormidos
428,12893.0,31,1,188.14,1,Clientes nuevos
429,12895.0,42,2,372.8,1,Clientes nuevos
430,12897.0,205,2,216.5,0,Clientes dormidos
432,12902.0,265,1,138.68,0,Clientes dormidos
433,12904.0,18,2,509.58,1,Clientes nuevos
434,12906.0,12,5,2919.81,1,Clientes nuevos
435,12908.0,176,2,750.0,0,Clientes dormidos
436,12909.0,40,5,2178.67,1,Clientes nuevos
437,12910.0,23,8,3075.04,2,Clientes VIP
438,12912.0,3,5,1662.3,1,Clientes nuevos
439,12913.0,5,5,2483.63,1,Clientes nuevos
440,12915.0,149,2,363.65,0,Clientes dormidos
441,12916.0,139,4,3006.15,1,Clientes nuevos
442,12917.0,128,1,594.0,1,Clientes nuevos
443,12919.0,8,6,1335.19,1,Clientes nuevos
444,12920.0,17,1,164.23,1,Clientes nuevos
446,12922.0,161,1,405.38,0,Clientes dormidos
447,12923.0,64,1,176.97,1,Clientes nuevos
448,12924.0,88,4,933.7,1,Clientes nuevos
449,12925.0,5,2,694.05,1,Clientes nuevos
450,12928.0,35,5,2062.7000000000003,1,Clientes nuevos
451,12929.0,312,1,117.85,0,Clientes dormidos
452,12930.0,78,2,415.8,1,Clientes nuevos
454,12933.0,24,3,607.53,1,Clientes nuevos
455,12935.0,2,7,2160.7,1,Clientes nuevos
456,12936.0,17,4,1063.9,1,Clientes nuevos
457,12937.0,15,4,1504.27,1,Clientes nuevos
458,12938.0,26,1,114.14,1,Clientes nuevos
459,12939.0,64,8,11581.8,2,Clientes VIP
460,12940.0,55,2,913.54,1,Clientes nuevos
461,12942.0,131,3,683.9,1,Clientes nuevos
462,12944.0,36,2,604.51,1,Clientes nuevos
463,12945.0,288,1,462.95,0,Clientes dormidos
464,12947.0,144,6,1603.99,1,Clientes nuevos
465,12948.0,16,7,2064.95,1,Clientes nuevos
466,12949.0,31,8,4167.22,2,Clientes VIP
467,12950.0,2,3,1843.0,1,Clientes nuevos
468,12951.0,9,6,1064.07,1,Clientes nuevos
469,12952.0,6,4,1387.79,1,Clientes nuevos
470,12953.0,10,1,329.85,1,Clientes nuevos
471,12955.0,1,11,4757.16,2,Clientes VIP
472,12956.0,306,1,108.07,0,Clientes dormidos
473,12957.0,10,8,4017.54,2,Clientes VIP
474,12962.0,7,2,266.39,1,Clientes nuevos
475,12963.0,8,8,1856.63,1,Clientes nuevos
476,12965.0,89,1,771.91,1,Clientes nuevos
477,12966.0,10,1,160.18,1,Clientes nuevos
478,12967.0,358,2,1660.9,0,Clientes dormidos
479,12968.0,112,1,135.95,1,Clientes nuevos
480,12970.0,7,4,452.24,1,Clientes nuevos
482,12974.0,198,1,144.8,0,Clientes dormidos
483,12976.0,212,1,738.6,0,Clientes dormidos
485,12980.0,158,9,7374.900000000001,2,Clientes VIP
486,12981.0,30,2,372.22,1,Clientes nuevos
487,12982.0,243,1,390.54,0,Clientes dormidos
488,12984.0,19,1,97.5,1,Clientes nuevos
489,12985.0,1,2,1239.38,1,Clientes nuevos
490,12987.0,74,2,558.7,1,Clientes nuevos
491,12988.0,292,1,535.32,0,Clientes dormidos
492,12989.0,3,15,6924.110000000001,2,Clientes VIP
493,12990.0,31,3,409.5,1,Clientes nuevos
494,12991.0,23,2,503.76,1,Clientes nuevos
495,12993.0,23,4,414.76,1,Clientes nuevos
496,12994.0,4,3,974.42,1,Clientes nuevos
497,12995.0,85,1,211.32,1,Clientes nuevos
498,12997.0,22,4,1226.89,1,Clientes nuevos
499,12999.0,196,3,455.88,0,Clientes dormidos
500,13000.0,107,3,534.85,1,Clientes nuevos
501,13001.0,4,13,9818.82,2,Clientes VIP
502,13002.0,318,1,120.95,0,Clientes dormidos
503,13003.0,106,3,149.05,1,Clientes nuevos
504,13004.0,12,18,5655.91,2,Clientes VIP
505,13005.0,174,2,513.7,0,Clientes dormidos
506,13006.0,56,1,81.57,1,Clientes nuevos
507,13008.0,323,1,229.46999999999997,0,Clientes dormidos
509,13012.0,9,8,1661.84,1,Clientes nuevos
510,13013.0,1,13,4810.9400000000005,2,Clientes VIP
511,13014.0,11,10,3466.2799999999997,2,Clientes VIP
512,13015.0,53,5,3346.28,1,Clientes nuevos
513,13016.0,73,3,789.89,1,Clientes nuevos
514,13017.0,7,1,204.0,1,Clientes nuevos
515,13018.0,16,28,7277.7,2,Clientes VIP
516,13021.0,4,9,2616.38,2,Clientes VIP
517,13023.0,64,2,689.9,1,Clientes nuevos
518,13026.0,1,5,975.36,1,Clientes nuevos
519,13027.0,114,6,6912.0,2,Clientes VIP
520,13028.0,23,2,661.3199999999999,1,Clientes nuevos
521,13029.0,31,3,1247.5,1,Clientes nuevos
522,13030.0,11,2,799.48,1,Clientes nuevos
523,13032.0,52,2,1010.18,1,Clientes nuevos
524,13033.0,357,1,190.55,0,Clientes dormidos
525,13034.0,55,2,642.77,1,Clientes nuevos
526,13035.0,74,2,921.88,1,Clientes nuevos
527,13037.0,138,3,881.07,1,Clientes nuevos
528,13038.0,80,3,908.46,1,Clientes nuevos
529,13040.0,9,2,676.99,1,Clientes nuevos
530,13043.0,273,1,516.42,0,Clientes dormidos
531,13044.0,291,1,560.47,0,Clientes dormidos
532,13045.0,99,1,305.28000000000003,1,Clientes nuevos
533,13046.0,31,2,629.31,1,Clientes nuevos
534,13047.0,32,10,3237.54,2,Clientes VIP
535,13048.0,14,4,1835.91,1,Clientes nuevos
536,13049.0,64,2,656.6800000000001,1,Clientes nuevos
537,13050.0,15,17,5836.86,2,Clientes VIP
538,13052.0,212,1,348.15000000000003,0,Clientes dormidos
539,13055.0,78,3,1214.41,1,Clientes nuevos
540,13058.0,25,3,271.40000000000003,1,Clientes nuevos
541,13059.0,250,1,183.4,0,Clientes dormidos
542,13060.0,254,1,307.53,0,Clientes dormidos
543,13061.0,72,1,248.61,1,Clientes nuevos
544,13062.0,191,1,346.98,0,Clientes dormidos
545,13064.0,13,4,1119.49,1,Clientes nuevos
547,13066.0,24,2,470.8,1,Clientes nuevos
548,13067.0,82,1,115.46,1,Clientes nuevos
549,13068.0,10,2,344.0,1,Clientes nuevos
550,13069.0,1,24,4436.12,2,Clientes VIP
